Date,Narration,Voucher Type,Debit,Credit,Amount,Bank Ledger,Contra Ledger,Balance,Reference
28-09-2025,"28/09/2025 28/09/2025 NEFT-BARBU25271768562-VICTOR 33,010.00 MARKETING-STATE BANK",Payment,33010.00,,33010.00,Bank Account,A,253490.63,
28-09-2025,28/09/2025 28/09/2025 Charges for PORD Customer Payment 5.60 :003106709305,Payment,5.60,,5.60,Bank Account,BANK CHARGES,253496.23,
27-09-2025,"27/09/2025 27/09/2025 NEFT-UNBAHa1c3ac977a2-Bharat Pe 10,000.00",Receipt,,10000.00,10000.00,Bank Account,A,243496.23,
26-09-2025,"26/09/2025 26/09/2025 NEFT-BARBR25269148869-AADESH 35,965.00 ENTERPRISES PVT LT-I.",Payment,35965.00,,35965.00,Bank Account,A,279461.23,
26-09-2025,26/09/2025 26/09/2025 Charges for PORD Customer Payment 5.60 :003102669704,Payment,5.60,,5.60,Bank Account,BANK CHARGES,279466.83,
25-09-2025,"25/09/2025 25/09/2025 BY CASH 1,00,000.00",Contra,,100000.00,100000.00,Bank Account,Cash,179466.83,
24-09-2025,24/09/2025 24/09/2025 SMS Charges for AUG 25 0.71,Payment,0.71,,0.71,Bank Account,BANK CHARGES,179467.54,
22-09-2025,"22/09/2025 22/09/2025 NEFT-HDFCH00498520525-DEEPSAGAR 83,554.00 PROVISION 02/06/2026 15:23 Contact-Us@18005700 Page 9 of 19 *This is computer-generated statement.No signature is required.",Receipt,,83554.00,83554.00,Bank Account,A,95913.54,
22-09-2025,22/09/2025 22/09/2025 NEFT-AXNFCN1093128527-RESILIENT 360.00 INNOVATIONS PRIVAT,Receipt,,360.00,360.00,Bank Account,A,95553.54,
21-09-2025,"21/09/2025 21/09/2025 NEFT-BARBS25264192239-AYEKART 37,867.00 RETAIL PRIVET LIMITE",Payment,37867.00,,37867.00,Bank Account,A,133420.54,
21-09-2025,21/09/2025 21/09/2025 Charges for PORD Customer Payment 5.60 :003091890318,Payment,5.60,,5.60,Bank Account,BANK CHARGES,133426.14,
21-09-2025,"21/09/2025 21/09/2025 NEFT-BARBS25264186560-THE 18,797.00 DISTRIBUTION CHANNEL-HDF",Payment,18797.00,,18797.00,Bank Account,A,152223.14,
21-09-2025,21/09/2025 21/09/2025 Charges for PORD Customer Payment 5.60 :003091890299,Payment,5.60,,5.60,Bank Account,BANK CHARGES,152228.74,
21-09-2025,"21/09/2025 21/09/2025 NEFT-BARBS25264186541-AADESH 23,312.00 ENTERPRISES PVT LT-I.",Payment,23312.00,,23312.00,Bank Account,A,175540.74,
21-09-2025,21/09/2025 21/09/2025 Charges for PORD Customer Payment 5.60 :003091890280,Payment,5.60,,5.60,Bank Account,BANK CHARGES,175546.34,
21-09-2025,"21/09/2025 21/09/2025 MBK/526440988760/08:57:53/siddhant to 40,898.00 m Inayat al",Payment,40898.00,,40898.00,Bank Account,A,216444.34,
20-09-2025,"20/09/2025 20/09/2025 EBANK:1473600363/mintifi/113942635917/ CCAVENUES I 1,00,000.00",Payment,100000.00,,100000.00,Bank Account,A,316444.34,
20-09-2025,"20/09/2025 20/09/2025 BY CASH 2,00,000.00",Contra,,200000.00,200000.00,Bank Account,Cash,116444.34,
19-09-2025,"19/09/2025 19/09/2025 EBANK:1473448119/mintifi/113941570793/ CCAVENUES I 2,00,000.00",Payment,200000.00,,200000.00,Bank Account,A,316444.34,
19-09-2025,"19/09/2025 19/09/2025 NEFT-BARBZ25262169515-KULDEEP 7,573.00 ENTERPRISES-UNION BA",Payment,7573.00,,7573.00,Bank Account,A,324017.34,
19-09-2025,19/09/2025 19/09/2025 Charges for PORD Customer Payment 2.65 :003087424370,Payment,2.65,,2.65,Bank Account,BANK CHARGES,324019.99,
19-09-2025,"19/09/2025 19/09/2025 NEFT-BARBZ25262168533-RAJENDRA 4,455.00 KUMAR RAMLAL-BANK O",Payment,4455.00,,4455.00,Bank Account,A,328474.99,
19-09-2025,19/09/2025 19/09/2025 Charges for PORD Customer Payment 2.65 :003087423006,Payment,2.65,,2.65,Bank Account,BANK CHARGES,328477.64,
19-09-2025,"19/09/2025 19/09/2025 NEFT-YESB52624922788-RESILIENT 80,001.00 INNOVATIONS PVT LTD",Receipt,,80001.00,80001.00,Bank Account,A,248476.64,
16-09-2025,"16/09/2025 16/09/2025 BY CASH 2,00,000.00",Contra,,200000.00,200000.00,Bank Account,Cash,48476.64,
13-09-2025,"13/09/2025 13/09/2025 NEFT-BARBW25256827392-RSPL LTD- 1,00,000.00 HDFC BANK LTD. (HDF",Payment,100000.00,,100000.00,Bank Account,A,148476.64,
13-09-2025,13/09/2025 13/09/2025 Charges for PORD Customer Payment 5.60 :003073422418,Payment,5.60,,5.60,Bank Account,BANK CHARGES,148482.24,
11-09-2025,"11/09/2025 11/09/2025 NEFT-BARBS25254809921-SHREE 36,073.00 KANTAJEET SONS-AXIS",Payment,36073.00,,36073.00,Bank Account,Axis Bank Ltd,184555.24,
11-09-2025,11/09/2025 11/09/2025 Charges for PORD Customer Payment 5.60 :003069054946,Payment,5.60,,5.60,Bank Account,BANK CHARGES,184560.84,
11-09-2025,"11/09/2025 11/09/2025 NEFT-BARBS25254492325-AADESH 22,225.00 ENTERPRISES-I.C.I.C.I",Payment,22225.00,,22225.00,Bank Account,A,206785.84,
11-09-2025,11/09/2025 11/09/2025 Charges for PORD Customer Payment 5.60 :003068731388,Payment,5.60,,5.60,Bank Account,BANK CHARGES,206791.44,
10-09-2025,"10/09/2025 10/09/2025 NEFT-BARBR25253105963-AYEKART 58,013.00 RETAIL PRIVET LIMITE",Payment,58013.00,,58013.00,Bank Account,A,264804.44,
10-09-2025,10/09/2025 10/09/2025 Charges for PORD Customer Payment 5.60 :003067006487,Payment,5.60,,5.60,Bank Account,BANK CHARGES,264810.04,
10-09-2025,"10/09/2025 10/09/2025 NEFT-BARBR25253105910-ATHARV 29,769.00 AGENCY-HDFC BANK LTD.",Payment,29769.00,,29769.00,Bank Account,A,294579.04,
10-09-2025,10/09/2025 10/09/2025 Charges for PORD Customer Payment 5.60 :003067006429,Payment,5.60,,5.60,Bank Account,BANK CHARGES,294584.64,
10-09-2025,"10/09/2025 10/09/2025 NEFT-BARBR25253103296-AADESH 15,568.00 ENTERPRISES-I.C.I.C.I",Payment,15568.00,,15568.00,Bank Account,A,310152.64,
10-09-2025,10/09/2025 10/09/2025 Charges for PORD Customer Payment 5.60 :003067006384,Payment,5.60,,5.60,Bank Account,BANK CHARGES,310158.24,
10-09-2025,"10/09/2025 10/09/2025 BY CASH 3,00,000.00",Contra,,300000.00,300000.00,Bank Account,Cash,10158.24,
05-09-2025,05/09/2025 05/09/2025 ACHDR/MINTIFI FINSERVE 90.41 PRI/3024450170/111018298136,Payment,90.41,,90.41,Bank Account,A,10248.65,
04-09-2025,"04/09/2025 04/09/2025 MBK/524744864499/11:26:30/SIDDHANT 58,836.00 to anisha mark",Payment,58836.00,,58836.00,Bank Account,Sarkk & Associates,69084.65,
04-09-2025,"04/09/2025 04/09/2025 NEFT-BARBY25247961444-RIDDHI 8,086.00 MARKETING-HDFC BANK L",Payment,8086.00,,8086.00,Bank Account,A,77170.65,
04-09-2025,04/09/2025 04/09/2025 Charges for PORD Customer Payment 2.65 :003051573910,Payment,2.65,,2.65,Bank Account,BANK CHARGES,77173.30,
04-09-2025,"04/09/2025 04/09/2025 NEFT-BARBY25247960939-JYOTI SELS 87,406.00 KUKSHI-HDFC BANK",Payment,87406.00,,87406.00,Bank Account,A,164579.30,
04-09-2025,04/09/2025 04/09/2025 Charges for PORD Customer Payment 5.60 :003051573785,Payment,5.60,,5.60,Bank Account,BANK CHARGES,164584.90,
02-09-2025,"02/09/2025 02/09/2025 BY CASH 1,50,000.00 02/06/2026 15:23 Contact-Us@18005700 Page 10 of 19 *This is computer-generated statement.No signature is required.",Contra,,150000.00,150000.00,Bank Account,Cash,14584.90,
28-08-2025,"28/08/2025 28/08/2025 NEFT-BARBV25240212744-PINAKEAST 19,954.00 ENTERPRISES-PUNJAB",Payment,19954.00,,19954.00,Bank Account,A,34538.90,
28-08-2025,28/08/2025 28/08/2025 Charges for PORD Customer Payment 5.60 :003035553223,Payment,5.60,,5.60,Bank Account,BANK CHARGES,34544.50,
28-08-2025,28/08/2025 28/08/2025 SMS Charges for JUL 25 1.89,Payment,1.89,,1.89,Bank Account,BANK CHARGES,34546.39,
23-08-2025,"23/08/2025 23/08/2025 MBK/523511335852/11:36:11/siddhant to 6,768.00 m Inayat al",Payment,6768.00,,6768.00,Bank Account,A,41314.39,
23-08-2025,"23/08/2025 23/08/2025 NEFT-BARBX25235118910-RIDIT 38,096.00 ENTERPRISES-HDFC BANK",Payment,38096.00,,38096.00,Bank Account,A,79410.39,
23-08-2025,23/08/2025 23/08/2025 Charges for PORD Customer Payment 5.60 :003025364008,Payment,5.60,,5.60,Bank Account,BANK CHARGES,79415.99,
23-08-2025,"23/08/2025 23/08/2025 NEFT-BARBX25235120091-THE 15,561.00 DISTRIBUTION CHANNEL-HDF",Payment,15561.00,,15561.00,Bank Account,A,94976.99,
23-08-2025,23/08/2025 23/08/2025 Charges for PORD Customer Payment 5.60 :003025363935,Payment,5.60,,5.60,Bank Account,BANK CHARGES,94982.59,
23-08-2025,"23/08/2025 23/08/2025 NEFT-BARBX25235115403-AADESH 33,438.00 ENTERPRISES PVT LT-I.",Payment,33438.00,,33438.00,Bank Account,A,128420.59,
23-08-2025,23/08/2025 23/08/2025 Charges for PORD Customer Payment 5.60 :003025363730,Payment,5.60,,5.60,Bank Account,BANK CHARGES,128426.19,
23-08-2025,"23/08/2025 23/08/2025 NEFT-BARBX25235115432-AADESH 14,245.00 ENTERPRISES-I.C.I.C.I",Payment,14245.00,,14245.00,Bank Account,A,142671.19,
23-08-2025,23/08/2025 23/08/2025 Charges for PORD Customer Payment 5.60 :003025363841,Payment,5.60,,5.60,Bank Account,BANK CHARGES,142676.79,
17-08-2025,"17/08/2025 17/08/2025 NEFT-BARBW25229468593-AYEKART 33,546.00 RETAIL PRIVET LIMITE",Payment,33546.00,,33546.00,Bank Account,A,176222.79,
17-08-2025,17/08/2025 17/08/2025 Charges for PORD Customer Payment 5.60 :003012707483,Payment,5.60,,5.60,Bank Account,BANK CHARGES,176228.39,
14-08-2025,"14/08/2025 14/08/2025 NEFT-BARBT25226020670-RSPL LTD- 2,00,000.00 HDFC BANK LTD. (HDF",Payment,200000.00,,200000.00,Bank Account,A,376228.39,
14-08-2025,14/08/2025 14/08/2025 Charges for PORD Customer Payment 17.40 :003008436825,Payment,17.40,,17.40,Bank Account,BANK CHARGES,376245.79,
14-08-2025,"14/08/2025 14/08/2025 BY CASH 3,00,000.00",Contra,,300000.00,300000.00,Bank Account,Cash,76245.79,
14-08-2025,"14/08/2025 14/08/2025 NEFT-ICIN222631074535-RETAIL SCAN 2,028.26 MANAGEMENT SERVI",Receipt,,2028.26,2028.26,Bank Account,A,74217.53,
13-08-2025,"13/08/2025 13/08/2025 NEFT-BARBP25225184925-AADESH 11,699.00 ENTERPRISES-I.C.I.C.I",Payment,11699.00,,11699.00,Bank Account,A,85916.53,
13-08-2025,13/08/2025 13/08/2025 Charges for PORD Customer Payment 5.60 :003004364331,Payment,5.60,,5.60,Bank Account,BANK CHARGES,85922.13,
11-08-2025,"11/08/2025 11/08/2025 MBK/522378972498/08:34:26/SIDDHANT 47,298.00 TO ANISHA MARK",Payment,47298.00,,47298.00,Bank Account,Sarkk & Associates,133220.13,
11-08-2025,"11/08/2025 11/08/2025 NEFT-BARBU25223432957-KRISHNA 18,825.00 TRADERS-HDFC BANK LT",Payment,18825.00,,18825.00,Bank Account,A,152045.13,
11-08-2025,11/08/2025 11/08/2025 Charges for PORD Customer Payment 5.60 :002998101331,Payment,5.60,,5.60,Bank Account,BANK CHARGES,152050.73,
08-08-2025,"08/08/2025 08/08/2025 NEFT-BARBZ25220662076-GIRNAR 14,867.00 AYURVEDIC PHARMACY PV",Payment,14867.00,,14867.00,Bank Account,A,166917.73,
08-08-2025,08/08/2025 08/08/2025 Charges for PORD Customer Payment 5.60 :002991732666,Payment,5.60,,5.60,Bank Account,BANK CHARGES,166923.33,
07-08-2025,"07/08/2025 07/08/2025 BY CASH 1,50,000.00",Contra,,150000.00,150000.00,Bank Account,Cash,16923.33,
02-08-2025,"02/08/2025 02/08/2025 NEFT-BARBY25214283116-ATHARV 47,359.00 AGENCY-HDFC BANK LTD.",Payment,47359.00,,47359.00,Bank Account,A,64282.33,
02-08-2025,02/08/2025 02/08/2025 Charges for PORD Customer Payment 5.60 :002977444216,Payment,5.60,,5.60,Bank Account,BANK CHARGES,64287.93,
02-08-2025,"02/08/2025 02/08/2025 MBK/521477865860/22:21:50/siddhant to 49,732.00 anisha mark",Payment,49732.00,,49732.00,Bank Account,Sarkk & Associates,114019.93,
02-08-2025,"02/08/2025 02/08/2025 NEFT-BARBY25214282900-RIDIT 3,000.00 ENTERPRISES-HDFC BANK",Payment,3000.00,,3000.00,Bank Account,A,117019.93,
02-08-2025,02/08/2025 02/08/2025 Charges for PORD Customer Payment 2.65 :002977443890,Payment,2.65,,2.65,Bank Account,BANK CHARGES,117022.58,
02-08-2025,"02/08/2025 02/08/2025 NEFT-BARBY25214282863-RAHUL 56,808.00 AGENCIES-AXIS BANK LT",Payment,56808.00,,56808.00,Bank Account,Axis Bank Ltd,173830.58,
02-08-2025,02/08/2025 02/08/2025 Charges for PORD Customer Payment 5.60 :002977443851,Payment,5.60,,5.60,Bank Account,BANK CHARGES,173836.18,
02-08-2025,"02/08/2025 02/08/2025 MBK/521477731805/22:05:06/SIDDHANT 45,100.00 to m Inayat al",Payment,45100.00,,45100.00,Bank Account,A,218936.18,
02-08-2025,"02/08/2025 02/08/2025 EBANK:1466673832/mintifi/113881743633/ CCAVENUES I 2,00,813.69",Payment,200813.69,,200813.69,Bank Account,A,419749.87,
02-08-2025,"02/08/2025 02/08/2025 BY CASH 4,00,000.00",Contra,,400000.00,400000.00,Bank Account,Cash,19749.87,
29-07-2025,"29/07/2025 29/07/2025 MBK/521024774867/22:29:31/SIDDHANT 50,000.00 TO KAMAL KUMAW 02/06/2026 15:23 Contact-Us@18005700 Page 11 of 19 *This is computer-generated statement.No signature is required.",Payment,50000.00,,50000.00,Bank Account,A,69749.87,
29-07-2025,"29/07/2025 29/07/2025 NEFT-BARBZ25210783648-THE 6,691.00 DISTRIBUTION CHANNEL-HDF",Payment,6691.00,,6691.00,Bank Account,A,76440.87,
29-07-2025,29/07/2025 29/07/2025 Charges for PORD Customer Payment 2.65 :002966978351,Payment,2.65,,2.65,Bank Account,BANK CHARGES,76443.52,
29-07-2025,"29/07/2025 29/07/2025 NEFT-BARBZ25210783495-AADESH 40,948.00 ENTERPRISES PVT LT-I.",Payment,40948.00,,40948.00,Bank Account,A,117391.52,
29-07-2025,29/07/2025 29/07/2025 Charges for PORD Customer Payment 5.60 :002966978291,Payment,5.60,,5.60,Bank Account,BANK CHARGES,117397.12,
29-07-2025,"29/07/2025 29/07/2025 EBANK:1466036145/mintifi/113874905755/ CCAVENUES I 1,50,000.00",Payment,150000.00,,150000.00,Bank Account,A,267397.12,
29-07-2025,"29/07/2025 29/07/2025 BY CASH 2,50,000.00",Contra,,250000.00,250000.00,Bank Account,Cash,17397.12,
28-07-2025,"28/07/2025 28/07/2025 NEFT-BARBX25209861860-RSPL LTD- 15,000.00 HDFC BANK LTD. (HDF",Payment,15000.00,,15000.00,Bank Account,A,32397.12,
28-07-2025,28/07/2025 28/07/2025 Charges for PORD Customer Payment 5.60 :002964881459,Payment,5.60,,5.60,Bank Account,BANK CHARGES,32402.72,
26-07-2025,"26/07/2025 26/07/2025 EBANK:1465685897/mintifi/113870407254/ CCAVENUES I 50,000.00",Payment,50000.00,,50000.00,Bank Account,A,82402.72,
26-07-2025,"26/07/2025 26/07/2025 MBK/520794813582/22:28:03/for use 50,000.00",Receipt,,50000.00,50000.00,Bank Account,A,32402.72,
25-07-2025,25/07/2025 25/07/2025 SMS Charges for JUN 25 1.42,Payment,1.42,,1.42,Bank Account,BANK CHARGES,32404.14,
25-07-2025,25/07/2025 25/07/2025 NEFT-ICIN220611123551-RETAIL SCAN 291.84 MANAGEMENT SERVI,Receipt,,291.84,291.84,Bank Account,A,32112.30,
24-07-2025,"24/07/2025 24/07/2025 NEFT-BARBQ25205063419-AGROWTH 17,910.00 MARKETING-HDFC BANK",Payment,17910.00,,17910.00,Bank Account,A,50022.30,
24-07-2025,24/07/2025 24/07/2025 Charges for PORD Customer Payment 5.60 :002956361874,Payment,5.60,,5.60,Bank Account,BANK CHARGES,50027.90,
24-07-2025,"24/07/2025 24/07/2025 NEFT-BARBQ25205062037-KRISHNA 23,570.00 TRADERS-HDFC BANK LT",Payment,23570.00,,23570.00,Bank Account,A,73597.90,
24-07-2025,24/07/2025 24/07/2025 Charges for PORD Customer Payment 5.60 :002956357818,Payment,5.60,,5.60,Bank Account,BANK CHARGES,73603.50,
18-07-2025,"18/07/2025 18/07/2025 EBANK:1464612342/mintifi/113858238388/ CCAVENUES I 50,000.00",Payment,50000.00,,50000.00,Bank Account,A,123603.50,
18-07-2025,"18/07/2025 18/07/2025 NEFT-BARBQ25199487600-AADESH 41,480.00 ENTERPRISES PVT LT-I.",Payment,41480.00,,41480.00,Bank Account,A,165083.50,
18-07-2025,18/07/2025 18/07/2025 Charges for PORD Customer Payment 5.60 :002945109461,Payment,5.60,,5.60,Bank Account,BANK CHARGES,165089.10,
18-07-2025,"18/07/2025 18/07/2025 BY CASH 1,00,000.00",Contra,,100000.00,100000.00,Bank Account,Cash,65089.10,
18-07-2025,"18/07/2025 18/07/2025 NEFT-HDFCH00371889054-DEEPSAGAR 38,996.00 PROVISION",Receipt,,38996.00,38996.00,Bank Account,A,26093.10,
17-07-2025,"17/07/2025 17/07/2025 NEFT-BARBY25198951403-AADESH 27,928.00 ENTERPRISES PVT LT-I.",Payment,27928.00,,27928.00,Bank Account,A,54021.10,
17-07-2025,17/07/2025 17/07/2025 Charges for PORD Customer Payment 5.60 :002942443386,Payment,5.60,,5.60,Bank Account,BANK CHARGES,54026.70,
16-07-2025,"16/07/2025 16/07/2025 NEFT-BARBV25197557070-AADESH 50,000.00 ENTERPRISES PVT LT-I.",Payment,50000.00,,50000.00,Bank Account,A,104026.70,
16-07-2025,16/07/2025 16/07/2025 Charges for PORD Customer Payment 5.60 :002938853752,Payment,5.60,,5.60,Bank Account,BANK CHARGES,104032.30,
16-07-2025,"16/07/2025 16/07/2025 NEFT-BARBV25197555777-ATHARV 16,335.00 AGENCY-HDFC BANK LTD.",Payment,16335.00,,16335.00,Bank Account,A,120367.30,
16-07-2025,16/07/2025 16/07/2025 Charges for PORD Customer Payment 5.60 :002938851397,Payment,5.60,,5.60,Bank Account,BANK CHARGES,120372.90,
15-07-2025,"15/07/2025 15/07/2025 BY CASH 1,00,000.00",Contra,,100000.00,100000.00,Bank Account,Cash,20372.90,
15-07-2025,15/07/2025 15/07/2025 NEFT-ICIN219603314860-RETAIL SCAN 543.97 MANAGEMENT SERVI,Receipt,,543.97,543.97,Bank Account,A,19828.93,
14-07-2025,"14/07/2025 14/07/2025 NEFT-BARBR25195811323-AGROWTH 7,222.00 MARKETING-HDFC BANK",Payment,7222.00,,7222.00,Bank Account,A,27050.93,
14-07-2025,14/07/2025 14/07/2025 Charges for PORD Customer Payment 2.65 :002934822370,Payment,2.65,,2.65,Bank Account,BANK CHARGES,27053.58,
14-07-2025,"14/07/2025 14/07/2025 NEFT-BARBR25195807621-RSPL LTD- 14,000.00 HDFC BANK LTD. (HDF",Payment,14000.00,,14000.00,Bank Account,A,41053.58,
14-07-2025,14/07/2025 14/07/2025 Charges for PORD Customer Payment 5.60 :002934815120,Payment,5.60,,5.60,Bank Account,BANK CHARGES,41059.18,
14-07-2025,"14/07/2025 14/07/2025 NEFT-BARBR25195612026-RSPL LTD- 1,00,000.00 HDFC BANK LTD. (HDF",Payment,100000.00,,100000.00,Bank Account,A,141059.18,
14-07-2025,14/07/2025 14/07/2025 Charges for PORD Customer Payment 5.60 :002934613130,Payment,5.60,,5.60,Bank Account,BANK CHARGES,141064.78,
